timestamp,dataset,epoch,disc_mean,disc_std,pred_mean,pred_std,cross_corr_mean,context_fid_mean,eval_command
2026-06-06T21:12:16,energy,50,0.1943,0.0324,0.2511,0.0001,0.7635,0.0519,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget a2
