timestamp,dataset,epoch,disc_mean,disc_std,pred_mean,pred_std,cross_corr_mean,context_fid_mean,eval_command
2026-06-13T14:18:57,energy,50,0.1607,0.0058,0.251,0.0001,0.6603,0.0698,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1 --seed 3
2026-06-13T14:57:29,energy,100,0.1374,0.0066,0.251,0.0002,0.7069,0.0446,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1 --seed 3
2026-06-13T15:36:15,energy,150,0.0848,0.0053,0.2507,0.0001,0.7136,0.0241,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1 --seed 3
2026-06-13T16:15:16,energy,200,0.0414,0.0077,0.2504,0.0001,0.5607,0.0184,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1 --seed 3
2026-06-13T16:54:20,energy,250,0.0333,0.0056,0.2502,0.0003,0.5731,0.0173,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1 --seed 3
2026-06-13T17:33:21,energy,300,0.0406,0.0083,0.2501,0.0003,0.7794,0.0263,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1 --seed 3
