timestamp,dataset,epoch,disc_mean,disc_std,pred_mean,pred_std,cross_corr_mean,context_fid_mean,eval_command
2026-06-09T20:37:53,energy,50,0.1115,0.0058,0.2511,0.0001,0.5005,0.0355,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1
2026-06-09T21:17:51,energy,100,0.135,0.0083,0.2512,0.0002,0.538,0.0302,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1
2026-06-09T21:56:49,energy,150,0.065,0.0114,0.2507,0.0003,0.6484,0.0322,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1
2026-06-09T22:36:03,energy,200,0.0325,0.0029,0.2503,0.0002,0.3336,0.0265,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1
2026-06-09T23:13:27,energy,250,0.0307,0.0055,0.2502,0.0002,0.6672,0.0163,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1
2026-06-09T23:50:15,energy,300,0.0312,0.0088,0.2501,0.0002,0.5794,0.0191,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1
2026-06-10T00:27:02,energy,350,0.0701,0.0136,0.2499,0.0004,0.5028,0.0247,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1
2026-06-10T01:03:48,energy,400,0.0784,0.0159,0.2497,0.0003,0.5683,0.0237,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1
2026-06-10T01:40:35,energy,450,0.0968,0.006,0.2501,0.0003,0.8222,0.0269,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1
2026-06-10T02:17:27,energy,500,0.1032,0.0053,0.2501,0.0003,0.545,0.0305,python run_unconditional.py --config ./configs/unconditional/energy.yaml --train_budget max1
