timestamp,dataset,epoch,clf_score_mean,clf_score_std,marginal_score_mean,predictive_score_mean,predictive_score_std,eval_command
2026-06-09T20:09:19,nn5_daily,50,0.2016674280166626,0.16933570802211761,0.021215036511421204,0.6583348512649536,0.13724641501903534,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget max1
2026-06-09T20:14:39,nn5_daily,100,0.20425541698932648,0.23268508911132812,0.027725553140044212,0.6683520674705505,0.2611084282398224,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget max1
2026-06-09T20:20:10,nn5_daily,150,0.5830212831497192,0.6783947348594666,0.01879061385989189,0.5201612710952759,0.05024989694356918,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget max1
2026-06-09T20:25:47,nn5_daily,200,0.5641745328903198,0.24419550597667694,0.016916455700993538,0.5049983263015747,0.12417315691709518,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget max1
2026-06-09T20:31:15,nn5_daily,250,0.7314118146896362,0.40130993723869324,0.01467182021588087,0.4318879544734955,0.04993670433759689,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget max1
2026-06-09T20:37:08,nn5_daily,300,0.8914885520935059,0.26675111055374146,0.010825437493622303,0.4490138590335846,0.07346747070550919,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget max1
2026-06-09T20:43:02,nn5_daily,350,0.6970491409301758,0.2506396770477295,0.00788889080286026,0.5131994485855103,0.1399402767419815,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget max1
2026-06-09T20:48:32,nn5_daily,400,0.5066544413566589,0.25329145789146423,0.010024581104516983,0.43641066551208496,0.09363029897212982,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget max1
2026-06-09T20:54:29,nn5_daily,450,0.6420482397079468,0.18268191814422607,0.012737743556499481,0.40599408745765686,0.03333144262433052,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget max1
2026-06-09T20:59:36,nn5_daily,500,0.7709404826164246,0.3381131589412689,0.008401035331189632,0.48414844274520874,0.07828672230243683,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget max1
