timestamp,dataset,epoch,clf_score_mean,clf_score_std,marginal_score_mean,predictive_score_mean,predictive_score_std,eval_command
2026-06-05T11:49:38,nn5_daily,50,0.3437038064002991,0.2786715030670166,0.020010996609926224,0.6126042604446411,0.12178594619035721,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget pro5
2026-06-05T11:54:53,nn5_daily,100,0.43780821561813354,0.25341248512268066,0.01925915665924549,0.6004623770713806,0.22097797691822052,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget pro5
2026-06-05T12:00:10,nn5_daily,150,0.5959787964820862,0.4501006007194519,0.01516760140657425,0.48927560448646545,0.02789214253425598,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget pro5
2026-06-05T12:05:05,nn5_daily,200,0.5519468188285828,0.23101794719696045,0.015957580879330635,0.4722267985343933,0.11213734745979309,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget pro5
2026-06-05T12:09:48,nn5_daily,250,0.7444593906402588,0.27135705947875977,0.014361278153955936,0.43111294507980347,0.049506429582834244,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget pro5
2026-06-05T12:14:30,nn5_daily,300,0.8686755299568176,0.27652639150619507,0.010814538225531578,0.44838207960128784,0.06733821332454681,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget pro5
2026-06-05T12:19:00,nn5_daily,350,0.7300824522972107,0.13102443516254425,0.011086949147284031,0.47628679871559143,0.1397482454776764,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget pro5
2026-06-05T12:23:35,nn5_daily,400,0.5343040227890015,0.21135132014751434,0.011484664864838123,0.45943504571914673,0.07735498994588852,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget pro5
2026-06-05T12:28:16,nn5_daily,450,0.7675927877426147,0.21300873160362244,0.011811555363237858,0.43084198236465454,0.03452417626976967,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget pro5
2026-06-05T12:32:57,nn5_daily,500,1.0176950693130493,0.29713162779808044,0.00998099334537983,0.4803428053855896,0.07204949110746384,python run_unconditional.py --config ./configs/unconditional/nn5_daily.yaml --train_budget pro5
